Gene,log2FC,pVal,pAdj,NES
PRDX4,-1.172653234,1.91232E-06,0.000105799,18.40901
PRDX4,-1.172653234,1.91232E-06,0.000105799,18.40901
PRDX4,-1.172653234,1.91232E-06,0.000105799,18.40901
PRC1,-3.211851346,4.18E-25,2.18E-22,33.00745
PRC1,-3.211851346,4.18E-25,2.18E-22,33.00745
PRC1,-3.211851346,4.18E-25,2.18E-22,33.00745
PRC1,-3.211851346,4.18E-25,2.18E-22,33.00745
NRF1,0.001142279,0.995580856,0.999026435,56.01048
NRF1,0.001142279,0.995580856,0.999026435,56.01048
NRF1,0.001142279,0.995580856,0.999026435,56.01048
NRF1,0.001142279,0.995580856,0.999026435,56.01048
NDUFB10,0.158319684,0.51504934,0.786437245,589.9036
NDUFB10,0.158319684,0.51504934,0.786437245,589.9036
NDUFA1,0.327218906,0.13563003,0.426537596,740.4832
NDUFA1,0.327218906,0.13563003,0.426537596,740.4832
NDUFA1,0.327218906,0.13563003,0.426537596,740.4832
LYRM7,-0.606567284,0.111677901,0.386808677,34.88618
LYRM7,-0.606567284,0.111677901,0.386808677,34.88618
LYRM7,-0.606567284,0.111677901,0.386808677,34.88618
LYRM7,-0.606567284,0.111677901,0.386808677,34.88618
UQCRC2,0.014824184,0.946980606,0.983410184,279.9682
UQCRC2,0.014824184,0.946980606,0.983410184,279.9682
PET117,0.586710941,0.302830139,0.625928909,8.837867
PET117,0.586710941,0.302830139,0.625928909,8.837867
PET117,0.586710941,0.302830139,0.625928909,8.837867
COX5B,0.230455613,0.386476166,0.698091525,992.3303
NDUFAF5,-0.279394785,0.573748596,0.818927652,33.45013
NDUFAF5,-0.279394785,0.573748596,0.818927652,33.45013
NDUFAF5,-0.279394785,0.573748596,0.818927652,33.45013
NDUFAF5,-0.279394785,0.573748596,0.818927652,33.45013
NDUFAF4,0.264211075,0.193032902,0.506556854,57.80765
NDUFAF4,0.264211075,0.193032902,0.506556854,57.80765
NDUFAF4,0.264211075,0.193032902,0.506556854,57.80765
COX6B2,-0.613304374,0.15202246,0.450542429,13.49517
COX6B2,-0.613304374,0.15202246,0.450542429,13.49517
MTOR,0.208510232,0.619236495,0.843051334,110.7985
MTOR,0.208510232,0.619236495,0.843051334,110.7985
MTOR,0.208510232,0.619236495,0.843051334,110.7985
MTOR,0.208510232,0.619236495,0.843051334,110.7985
MTOR,0.208510232,0.619236495,0.843051334,110.7985
PPARG,0.074455044,0.908334266,0.966361743,99.48923
PPARG,0.074455044,0.908334266,0.966361743,99.48923
PPARGC1A,0.9603416,0.206787712,0.525080986,36.63558
PPARGC1A,0.9603416,0.206787712,0.525080986,36.63558
PAM,0.930882223,0.01883422,0.135649606,263.96804
PAM,0.930882223,0.01883422,0.135649606,263.96804
PAM,0.930882223,0.01883422,0.135649606,263.96804
PAM,0.930882223,0.01883422,0.135649606,263.96804
TOMM7,-0.294300003,0.03978637,0.217077003,235.7627
TOMM7,-0.294300003,0.03978637,0.217077003,235.7627
UQCC1,0.479264283,0.081397849,0.324766127,62.4503
UQCC1,0.479264283,0.081397849,0.324766127,62.4503
UQCC1,0.479264283,0.081397849,0.324766127,62.4503
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
NDUFS5,-0.028170387,0.901737646,0.964181599,615.9527
PET100,0.127445612,0.480630926,0.765280923,116.5261
PET100,0.127445612,0.480630926,0.765280923,116.5261
PET100,0.127445612,0.480630926,0.765280923,116.5261
ACAD9,-0.181631965,0.552024267,0.808523676,22.78901
ACAD9,-0.181631965,0.552024267,0.808523676,22.78901
ACAD9,-0.181631965,0.552024267,0.808523676,22.78901
UQCRFS1,0.210176038,0.426550943,0.729506625,652.3103
UQCRFS1,0.210176038,0.426550943,0.729506625,652.3103
UQCRFS1,0.210176038,0.426550943,0.729506625,652.3103
UQCRFS1,0.210176038,0.426550943,0.729506625,652.3103
UQCRFS1,0.210176038,0.426550943,0.729506625,652.3103
TTC19,0.301563183,0.417864253,0.721881063,29.10958
TTC19,0.301563183,0.417864253,0.721881063,29.10958
TTC19,0.301563183,0.417864253,0.721881063,29.10958
NDUFAF1,-1.168837612,0.002758794,0.03657042,28.42527
NDUFAF1,-1.168837612,0.002758794,0.03657042,28.42527
NDUFAF1,-1.168837612,0.002758794,0.03657042,28.42527
NDUFV1,0.144035513,0.601352128,0.833739501,311.9795
NDUFV1,0.144035513,0.601352128,0.833739501,311.9795
PNKD,-0.059908435,0.753391247,0.907058665,172.4482
PNKD,-0.059908435,0.753391247,0.907058665,172.4482
PNKD,-0.059908435,0.753391247,0.907058665,172.4482
COX11,0.146653741,0.69844752,0.883327369,58.6907
COX11,0.146653741,0.69844752,0.883327369,58.6907
PPARGC1B,-0.076158376,0.836341109,0.93981912,18.03342
PPARGC1B,-0.076158376,0.836341109,0.93981912,18.03342
MAFG,0.631237282,0.086396802,0.335827886,72.42988
ALDH2,0.15154403,0.574243007,0.818927652,59.9798
GLRX3,0.194952326,0.238344381,0.559316242,173.76469
GLRX3,0.194952326,0.238344381,0.559316242,173.76469
GLRX3,0.194952326,0.238344381,0.559316242,173.76469
GSTO1,0.351701988,0.348768295,0.669541518,37.28476
GSS,-0.760879702,0.025673618,0.165013071,14.13752
GSS,-0.760879702,0.025673618,0.165013071,14.13752
GSS,-0.760879702,0.025673618,0.165013071,14.13752
GSS,-0.760879702,0.025673618,0.165013071,14.13752
MRPS21,0.099366393,0.536187922,0.799608818,210.2321
MRPS26,-0.487570959,0.029977101,0.182229434,53.25852
MRPS2,0.058654812,0.920854771,0.971224194,31.35029
MRPS2,0.058654812,0.920854771,0.971224194,31.35029
MRPS34,-0.156648639,0.54483385,0.80436885,88.74097
MRPS34,-0.156648639,0.54483385,0.80436885,88.74097
MRPS34,-0.156648639,0.54483385,0.80436885,88.74097
RCHY1,-0.030411914,0.860649548,0.948473875,101.52481
RCHY1,-0.030411914,0.860649548,0.948473875,101.52481
RCHY1,-0.030411914,0.860649548,0.948473875,101.52481
RCHY1,-0.030411914,0.860649548,0.948473875,101.52481
TIMM44,0.346751922,0.137889535,0.42989575,87.51504
TIMM44,0.346751922,0.137889535,0.42989575,87.51504
PMPCA,0.020994723,0.940880651,0.981001598,45.10048
SRXN1,-0.070712158,0.864610064,0.950010199,36.72358
SRXN1,-0.070712158,0.864610064,0.950010199,36.72358
TXNRD2,0.139058156,0.796627329,0.924882511,64.19371
TXNRD2,0.139058156,0.796627329,0.924882511,64.19371
TOMM22,-0.172257732,0.292491127,0.616207453,131.1516
TOMM22,-0.172257732,0.292491127,0.616207453,131.1516
ETS1,-0.193968616,0.102987082,0.370341924,196.6215
GCLM,-0.249119482,0.377978125,0.692650223,52.55075
GCLM,-0.249119482,0.377978125,0.692650223,52.55075
CHCHD2,0.171777901,0.352448472,0.671731159,1846.688
CHCHD2,0.171777901,0.352448472,0.671731159,1846.688
CHCHD2,0.171777901,0.352448472,0.671731159,1846.688
NDUFA5,0.232442056,0.286583205,0.609491853,923.4314
NDUFA5,0.232442056,0.286583205,0.609491853,923.4314
ATPAF2,0.189135389,0.554845596,0.810357276,44.92102
ATPAF2,0.189135389,0.554845596,0.810357276,44.92102
ATPAF2,0.189135389,0.554845596,0.810357276,44.92102
ATPAF2,0.189135389,0.554845596,0.810357276,44.92102
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
SDHD,0.273528127,0.303518753,0.62652513,345.4891
UQCC3,0.084963358,0.589732243,0.827882923,151.12169
MRPL16,-0.35476286,0.289967292,0.613101673,36.90694
MRPL16,-0.35476286,0.289967292,0.613101673,36.90694
MRPL16,-0.35476286,0.289967292,0.613101673,36.90694
MRPL2,0.086964675,0.734103672,0.898852392,103.1062
MRPL2,0.086964675,0.734103672,0.898852392,103.1062
MRPS17,-0.46351782,0.078047648,0.31721652,119.9062
MRPS17,-0.46351782,0.078047648,0.31721652,119.9062
MRPS17,-0.46351782,0.078047648,0.31721652,119.9062
NDUFA4,0.247622391,0.372233853,0.688571059,1450.699
NDUFA4,0.247622391,0.372233853,0.688571059,1450.699
NDUFS3,0.040136967,0.845818157,0.9435534,153.2859
NDUFS3,0.040136967,0.845818157,0.9435534,153.2859
TMEM17,0.378313497,0.68080435,0.876447436,5.531276
TMEM17,0.378313497,0.68080435,0.876447436,5.531276
AIFM1,-0.032196207,0.909362605,0.966985215,60.30673
AIFM1,-0.032196207,0.909362605,0.966985215,60.30673
TOMM40L,0.263213602,0.476419918,0.762009057,54.74792
MRPL35,-0.440904718,0.049155668,0.244545378,75.3712
TXNRD3,0.200751062,0.74669443,0.903885725,14.33293
SIRT3,-0.475374721,0.302466935,0.625734174,45.1859
NOX4,1.530609421,0.203770562,0.521393448,7.839469
MRPS5,-0.17189027,0.291712184,0.615573288,55.73193
CYC1,0.177037029,0.588702726,0.827481693,481.6006
CYC1,0.177037029,0.588702726,0.827481693,481.6006
TMEM186,0.020482779,0.951145205,0.985228379,22.59868
TMEM186,0.020482779,0.951145205,0.985228379,22.59868
TMEM186,0.020482779,0.951145205,0.985228379,22.59868
NDUFV3,-0.030820147,0.87909976,0.956440279,381.1518
NDUFV3,-0.030820147,0.87909976,0.956440279,381.1518
NDUFB8,0.62655264,0.053328909,0.256298951,3119.916
NDUFB8,0.62655264,0.053328909,0.256298951,3119.916
NDUFB2,0.157172309,0.515951727,0.78658775,408.6466
NDUFB2,0.157172309,0.515951727,0.78658775,408.6466
NDUFB3,0.223209434,0.337823507,0.65956865,334.1111
UQCRQ,0.479629605,0.13222636,0.421342849,3073.585
UQCRQ,0.479629605,0.13222636,0.421342849,3073.585
NDUFC1,0.090020069,0.744731586,0.9027067,1260.542
NDUFC1,0.090020069,0.744731586,0.9027067,1260.542
SCO1,0.605167631,0.131379159,0.419938536,28.36308
SCO1,0.605167631,0.131379159,0.419938536,28.36308
NDUFA8,0.16932011,0.50089184,0.778186812,369.3962
COX5A,0.298697389,0.227987477,0.548223995,892.2171
NDUFS1,0.201605228,0.369780656,0.686421437,106.34197
NDUFS1,0.201605228,0.369780656,0.686421437,106.34197
SCO2,0.342473395,0.373470712,0.689555535,37.34886
SCO2,0.342473395,0.373470712,0.689555535,37.34886
PRDX5,0.188353239,0.359890087,0.677331113,220.2849
PPARA,1.763097083,0.044657099,0.230150166,59.95698
UQCRC1,0.034531758,0.899057496,0.963633793,707.5334
NDUFAF7,-0.125395102,0.787811249,0.92126079,50.53543
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFAF3,-0.284487326,0.28355261,0.606086446,127.6214
SDHAF2,-0.039331677,0.853026524,0.945547241,72.79165
COX19,-0.111567465,0.58593393,0.825962685,87.65306
COX10,-0.458643609,0.155059278,0.455063377,37.16575
PEX13,0.303988283,0.154249449,0.453707237,104.4554
PEX13,0.303988283,0.154249449,0.453707237,104.4554
PEX13,0.303988283,0.154249449,0.453707237,104.4554
PEX13,0.303988283,0.154249449,0.453707237,104.4554
PEX13,0.303988283,0.154249449,0.453707237,104.4554
PEX13,0.303988283,0.154249449,0.453707237,104.4554
PEX13,0.303988283,0.154249449,0.453707237,104.4554
PEX1,0.623851877,0.04382311,0.228560439,35.30188
PEX1,0.623851877,0.04382311,0.228560439,35.30188
PEX1,0.623851877,0.04382311,0.228560439,35.30188
PEX1,0.623851877,0.04382311,0.228560439,35.30188
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
FADS3,-1.0777296,0.162772548,0.4668492,30.1886
PEX12,0.120800348,0.820657975,0.934652802,22.95489
PEX12,0.120800348,0.820657975,0.934652802,22.95489
PEX12,0.120800348,0.820657975,0.934652802,22.95489
PEX12,0.120800348,0.820657975,0.934652802,22.95489
PEX12,0.120800348,0.820657975,0.934652802,22.95489
PEX12,0.120800348,0.820657975,0.934652802,22.95489
PEX12,0.120800348,0.820657975,0.934652802,22.95489
PEX12,0.120800348,0.820657975,0.934652802,22.95489
ACOX1,0.652759144,0.069650801,0.29818796,223.5315
ACOX1,0.652759144,0.069650801,0.29818796,223.5315
ACOX1,0.652759144,0.069650801,0.29818796,223.5315
ACOX1,0.652759144,0.069650801,0.29818796,223.5315
ACOX1,0.652759144,0.069650801,0.29818796,223.5315
ACOX1,0.652759144,0.069650801,0.29818796,223.5315
PEX6,0.335965444,0.104802219,0.374461056,40.79252
PEX6,0.335965444,0.104802219,0.374461056,40.79252
PEX6,0.335965444,0.104802219,0.374461056,40.79252
PEX26,0.212811429,0.655143704,0.861258185,25.07147
PEX26,0.212811429,0.655143704,0.861258185,25.07147
PEX26,0.212811429,0.655143704,0.861258185,25.07147
PEX26,0.212811429,0.655143704,0.861258185,25.07147
PEX26,0.212811429,0.655143704,0.861258185,25.07147
PEX26,0.212811429,0.655143704,0.861258185,25.07147
PEX26,0.212811429,0.655143704,0.861258185,25.07147
PEX26,0.212811429,0.655143704,0.861258185,25.07147
PEX2,0.04485261,0.859913385,0.948276715,47.09059
PEX2,0.04485261,0.859913385,0.948276715,47.09059
PEX2,0.04485261,0.859913385,0.948276715,47.09059
PEX2,0.04485261,0.859913385,0.948276715,47.09059
PEX2,0.04485261,0.859913385,0.948276715,47.09059
PEX2,0.04485261,0.859913385,0.948276715,47.09059
PEX2,0.04485261,0.859913385,0.948276715,47.09059
PEX2,0.04485261,0.859913385,0.948276715,47.09059
PEX3,0.023180514,0.937320561,0.979158529,60.0217
PEX3,0.023180514,0.937320561,0.979158529,60.0217
PEX3,0.023180514,0.937320561,0.979158529,60.0217
PEX3,0.023180514,0.937320561,0.979158529,60.0217
PEX3,0.023180514,0.937320561,0.979158529,60.0217
PEX3,0.023180514,0.937320561,0.979158529,60.0217
PEX3,0.023180514,0.937320561,0.979158529,60.0217
PEX5,-0.118924983,0.664630692,0.866415399,34.25027
PEX5,-0.118924983,0.664630692,0.866415399,34.25027
PEX5,-0.118924983,0.664630692,0.866415399,34.25027
PEX5,-0.118924983,0.664630692,0.866415399,34.25027
PEX5,-0.118924983,0.664630692,0.866415399,34.25027
PHYH,0.471054992,0.261001612,0.58362141,204.8873
PHYH,0.471054992,0.261001612,0.58362141,204.8873
PHYH,0.471054992,0.261001612,0.58362141,204.8873
AMACR,0.867413688,0.046033604,0.234465887,33.89536
AMACR,0.867413688,0.046033604,0.234465887,33.89536
AMACR,0.867413688,0.046033604,0.234465887,33.89536
AMACR,0.867413688,0.046033604,0.234465887,33.89536
AMACR,0.867413688,0.046033604,0.234465887,33.89536
PEX10,-0.237535011,0.590512791,0.828093037,17.3911
PEX10,-0.237535011,0.590512791,0.828093037,17.3911
PEX10,-0.237535011,0.590512791,0.828093037,17.3911
PEX10,-0.237535011,0.590512791,0.828093037,17.3911
PEX10,-0.237535011,0.590512791,0.828093037,17.3911
MRPS5,-0.17189027,0.291712184,0.615573288,55.73193
MRPS5,-0.17189027,0.291712184,0.615573288,55.73193
MRPS5,-0.17189027,0.291712184,0.615573288,55.73193
MRPS5,-0.17189027,0.291712184,0.615573288,55.73193
MRPS5,-0.17189027,0.291712184,0.615573288,55.73193
MRPS5,-0.17189027,0.291712184,0.615573288,55.73193
MRPS5,-0.17189027,0.291712184,0.615573288,55.73193
MRPS5,-0.17189027,0.291712184,0.615573288,55.73193
MRPS5,-0.17189027,0.291712184,0.615573288,55.73193
MRPS5,-0.17189027,0.291712184,0.615573288,55.73193
MRPS5,-0.17189027,0.291712184,0.615573288,55.73193
MRPS5,-0.17189027,0.291712184,0.615573288,55.73193
MRPS5,-0.17189027,0.291712184,0.615573288,55.73193
MRPS5,-0.17189027,0.291712184,0.615573288,55.73193
MRPS5,-0.17189027,0.291712184,0.615573288,55.73193
MRPS5,-0.17189027,0.291712184,0.615573288,55.73193
MRPS5,-0.17189027,0.291712184,0.615573288,55.73193
MRPS5,-0.17189027,0.291712184,0.615573288,55.73193
MRPS5,-0.17189027,0.291712184,0.615573288,55.73193
MRPS5,-0.17189027,0.291712184,0.615573288,55.73193
MRPS5,-0.17189027,0.291712184,0.615573288,55.73193
MRPS16,0.124525428,0.466088483,0.754970762,168.9702
MRPS16,0.124525428,0.466088483,0.754970762,168.9702
MRPS16,0.124525428,0.466088483,0.754970762,168.9702
MRPS16,0.124525428,0.466088483,0.754970762,168.9702
MRPS16,0.124525428,0.466088483,0.754970762,168.9702
MRPS16,0.124525428,0.466088483,0.754970762,168.9702
MRPS16,0.124525428,0.466088483,0.754970762,168.9702
MRPS16,0.124525428,0.466088483,0.754970762,168.9702
MRPS16,0.124525428,0.466088483,0.754970762,168.9702
MRPS16,0.124525428,0.466088483,0.754970762,168.9702
MRPS16,0.124525428,0.466088483,0.754970762,168.9702
MRPS16,0.124525428,0.466088483,0.754970762,168.9702
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
NDUFS6,0.087582318,0.713807294,0.891376679,538.8618
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
COX15,0.000697915,0.998870006,0.999622341,11.17521
UQCRB,0.172004039,0.496327594,0.776013695,507.1616
